id,site,visit,point,length,roundness,L,a,b
T4U6,San Isidro,September,4,4782.463,0.731715974,91.43858229,-2.194157768,30.75413572
T1U28,San Isidro,September,1,1175.727,0.724674336,40.93119186,-10.49318471,11.31402757
T2D1,San Isidro,September,2,4162.603,0.718204569,72.80658531,-3.083149693,7.841639632
T1U46,San Isidro,September,1,3191.851,0.700277635,49.34019516,23.94092609,18.73334892
T1U3,San Isidro,September,1,791.99,0.680081158,38.16838519,-16.16921432,4.136991501
T1U14,San Isidro,September,1,958.904,0.673121453,42.90275341,-27.20154186,4.094568876
T1U7,San Isidro,September,1,571.325,0.654416627,63.26478797,-2.948008044,36.14722234
T1U26,San Isidro,September,1,790.716,0.633065093,80.2090197,-5.906768304,23.86152533
T1U51,San Isidro,September,1,3796.937,0.630348377,59.8741788,-1.424098401,1.75986243
T1U27,San Isidro,September,1,863.145,0.615907725,43.1646623,-11.73287254,12.63612779
T1U31,San Isidro,September,1,803.114,0.614811029,79.74032547,-8.359739235,25.27477551
T4U13,San Isidro,September,4,2250.957,0.604594969,18.87863175,3.641064253,3.192445699
T4U12,San Isidro,September,4,4486.937,0.598249206,61.76074694,5.377123255,19.53132778
T3U7,San Isidro,September,3,2889.677,0.596960958,69.65392925,2.255340488,35.20127067
T5U8,San Isidro,September,5,1007.216,0.582158608,42.0533217,-8.738179796,39.26407588
T1U6,San Isidro,September,1,733.666,0.57474853,32.76222858,-13.82216353,-12.17089711
T1U5,San Isidro,September,1,2065.303,0.560861499,43.36050757,-21.75224467,6.065655545
T3U4,San Isidro,September,3,1348.301,0.552211079,36.59666262,-0.388392317,31.01690883
T1U16,San Isidro,September,1,1670.834,0.543374859,41.66972448,-9.378319666,18.40551181
T1U4,San Isidro,September,1,1038.19,0.536837822,55.64384849,-21.12864958,11.94098358
T1U1,San Isidro,September,1,949.823,0.536816313,40.46791538,-5.662056848,-33.59740313
T1U29,San Isidro,September,1,1349.862,0.529839849,40.86102454,-10.03788373,3.854396148
T1U10,San Isidro,September,1,906.953,0.526901166,38.89916094,-21.80179094,3.865582799
T1U21,San Isidro,September,1,860.285,0.526069294,44.79698863,-9.828333645,16.76462313
T3U1,San Isidro,September,3,2216.917,0.501682831,35.08897626,-12.98555098,9.123209516
T4U3,San Isidro,September,4,2202.329,0.482573719,38.74510426,-9.125949546,12.53208601
T1U19,San Isidro,September,1,1730.263,0.479660368,39.54827419,-19.9203373,1.752494891
T1U15,San Isidro,September,1,2388.229,0.476710679,26.55981751,-9.453690509,-15.24701466
T1U48,San Isidro,September,1,2448.033,0.465556686,68.26361772,0.299144206,5.122994641
T3U6,San Isidro,September,3,1258.052,0.442977946,37.2055699,-12.66135898,8.41101762
T1U13,San Isidro,September,1,2064.93,0.439065973,38.43567888,-6.649716844,15.219214
T2U1,San Isidro,September,2,2138.333,0.431409725,26.57581473,-2.865405967,4.127021217
T4U4,San Isidro,September,4,2333.846,0.430815308,37.42720115,-6.888391697,8.225945661
T3U5,San Isidro,September,3,1622.973,0.404593133,34.2205653,-1.202938811,24.72776797
T5U5,San Isidro,September,5,1025.45,0.389660368,65.62405419,-8.506602183,43.042578
T1U18,San Isidro,September,1,738.669,0.389397223,59.44757922,-26.07655641,-2.74783289
T5U9,San Isidro,September,5,1262.918,0.380824506,84.41013761,-9.353681573,17.49318797
T1U25,San Isidro,September,1,1537.705,0.378013952,43.89827081,-7.599830409,10.75244714
T5U6,San Isidro,September,5,766.043,0.369352883,64.64691232,-14.48342565,27.98829751
T4U5,San Isidro,September,4,1653.372,0.369063508,42.69817578,-11.14813455,27.80669479
T5U2,San Isidro,September,5,678.386,0.354168179,37.70804335,-18.69158898,26.27541091
T5U7,San Isidro,September,5,448.467,0.339677559,41.29922005,-14.81384216,6.862684997
T1U22,San Isidro,September,1,1745.11,0.315178802,38.82844061,-7.781503475,28.58739037
T1U20,San Isidro,September,1,1521.09,0.296468857,60.87290636,-7.066881855,34.49397548
T4U1,San Isidro,September,4,1362.753,0.279554884,37.0197615,-4.05710202,25.31474486
T5U1,San Isidro,September,5,652.128,0.276009577,38.06900844,-19.46223363,5.177720307
T1U9,San Isidro,September,1,591.196,0.2446159,40.68311753,-23.57643297,5.812192479
T1U17,San Isidro,September,1,1367.349,0.240922889,41.38786647,-13.22971243,19.109418
T5U3,San Isidro,September,5,1744.397,0.240151614,80.23229438,-16.34814364,18.30500175
T5U4,San Isidro,September,5,1066.216,0.232579957,79.04579654,-13.63078985,23.6403773
T1U32,San Isidro,September,1,1880.438,0.230350221,39.58323319,-5.638063502,22.79485041
T1U12,San Isidro,September,1,1286.842,0.203242184,40.97748436,-7.565266664,32.29478631
T4U2,San Isidro,September,4,1172.22,0.202653455,37.04157601,-14.67992883,19.15548253
T3U3,San Isidro,September,3,763.178,0.179438921,38.91057911,-10.03721466,8.433178991
T1U23,San Isidro,September,1,821.441,0.125579735,40.58608913,-5.541743825,35.46008023
